text;created_at;retweet_count;favorite_count;is_retweet;sentiment
If President Obama had crossed his stated Red Line In The Sand the Syrian disaster would have ended long ago! Animal Assad would have been history!;4.8.2018 13:12;24946;91711;false;Negative
....to pay. Open area immediately for medical help and verification. Another humanitarian disaster for no reason whatsoever. SICK!;4.8.2018 13:04;15616;67780;false;Negative
Many dead including women and children in mindless CHEMICAL attack in Syria. Area of atrocity is in lockdown and encircled by Syrian Army making it completely inaccessible to outside world. President Putin Russia and Iran are responsible for backing Animal Assad. Big price...;4.8.2018 13:00;33180;101864;false;Negative
The Washington Post is far more fiction than fact. Story after story is made up garbage - more like a poorly written novel than good reporting. Always quoting sources (not names) many of which don’t exist. Story on John Kelly isn’t true just another hit job!;4.8.2018 11:58;20487;81286;false;Negative
The Washington Post is far more fiction than fact. Story after story is made up made garbage - more like a poorly written novel than good reporting. Always quoting sources (not names) many of which don’t exist. Story on John Kelly isn’t true...just another hit job!;4.8.2018 11:44;696;2174;false;Negative
Lawmakers of the House Judiciary Committee are angrily accusing the Department of Justice of missing the Thursday Deadline for turning over UNREDACTED Documents relating to FISA abuse FBI Comey Lynch McCabe Clinton Emails and much more. Slow walking - what is going on? BAD!;4.7.2018 20:52;22279;79442;false;Negative
The United States hasn’t had a Trade Surplus with China in 40 years. They must end unfair trade take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year and has been losing Billions of Dollars for decades. Cannot continue!;4.7.2018 18:03;22193;90487;false;Negative
Do you believe that the Fake News Media is pushing hard on a story that I am going to replace A.G. Jeff Sessions with EPA Chief Scott Pruitt who is doing a great job but is TOTALLY under siege? Do people really believe this stuff? So much of the media is dishonest and corrupt!;4.6.2018 14:46;22927;91125;false;Negative
RT @realDonaldTrump: We are not in a trade war with China that war was lost many years ago by the foolish or incompetent people who repr…;4.6.2018 11:29;37272;0;true;Negative
The Fake News Washington Post Amazon’s “chief lobbyist” has another (of many) phony headlines “Trump Defiant As China Adds Trade Penalties.” WRONG! Should read “Trump Defiant as U.S. Adds Trade Penalties Will End Barriers And Massive  I.P. Theft.” Typically bad reporting!;4.5.2018 13:10;24732;93542;false;Negative
When you’re already $500 Billion DOWN you can’t lose!;4.4.2018 13:20;18557;88304;false;Negative
We are not in a trade war with China that war was lost many years ago by the foolish or incompetent people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year with Intellectual Property Theft of another $300 Billion. We cannot let this continue!;4.4.2018 11:22;37281;144378;false;Negative
"The Fake News Networks those that knowingly have a sick and biased AGENDA are worried about the competition and quality of Sinclair Broadcast. The “Fakers” at CNN NBC ABC &amp; CBS have done so much dishonest reporting that they should only be allowed to get awards for fiction!";4.3.2018 10:34;21418;86809;false;Negative
39% of my nominations including Diplomats to foreign lands have not been confirmed due to Democrat obstruction and delay. At this rate it would take more than 7 years before I am allowed to have these great people start working. Never happened before. Disgraceful!;4.3.2018 0:24;30648;103239;false;Negative
"As ridiculous as it sounds the laws of our country do not easily allow us to send those crossing our Southern Border back where they came from. A whole big wasted procedure must take place. Mexico &amp; Canada have tough immigration laws whereas ours are an Obama joke. ACT CONGRESS";4.3.2018 0:00;24596;89883;false;Negative
So sad that the Department of “Justice” and the FBI are slow walking or even not giving the unredacted documents requested by Congress. An embarrassment to our country!;4.2.2018 13:58;21137;80206;false;Negative
Only fools or worse are saying that our money losing Post Office makes money with Amazon. THEY LOSE A FORTUNE and this will be changed. Also our fully tax paying retailers are closing stores all over the country...not a level playing field!;4.2.2018 13:35;18414;77519;false;Negative
So funny to watch Fake News Networks among the most dishonest groups of people I have ever dealt with criticize Sinclair Broadcasting for being biased. Sinclair is far superior to CNN and even more Fake NBC which is a total joke.;4.2.2018 13:28;19085;82200;false;Negative
...Congress must immediately pass Border Legislation use Nuclear Option if necessary to stop the massive inflow of Drugs and People. Border Patrol Agents (and ICE) are GREAT but the weak Dem laws don’t allow them to do their job. Act now Congress our country is being stolen!;4.2.2018 11:10;23709;90143;false;Negative
Mexico is doing very little if not NOTHING at stopping people from flowing into Mexico through their Southern Border and then into the U.S. They laugh at our dumb immigration laws. They must stop the big drug and people flows or I will stop their cash cow NAFTA. NEED WALL!;4.1.2018 14:25;33429;127184;false;Negative
Governor Jerry “Moonbeam” Brown pardoned 5 criminal illegal aliens whose crimes include (1) Kidnapping and Robbery (2) Badly beating wife and threatening a crime with intent to terrorize (3) Dealing drugs. Is this really what the great people of California want? @FoxNews;03-31-2018 12:53:01;32577;98367;false;Negative
...does not include the Fake Washington Post which is used as a “lobbyist” and should so  REGISTER. If the P.O. “increased its parcel rates Amazon’s shipping costs would rise by $2.6 Billion.” This Post Office scam must stop. Amazon must pay real costs (and taxes) now!;03-31-2018 12:52:59;22610;89937;false;Negative
While we are on the subject it is reported that the U.S. Post Office will lose $1.50 on average for each package it delivers for Amazon. That amounts to Billions of Dollars. The Failing N.Y. Times reports that “the size of the company’s lobbying staff has ballooned” and that...;03-31-2018 12:45:41;21657;82372;false;Negative
"I have stated my concerns with Amazon long before the Election. Unlike others they pay little or no taxes to state &amp; local governments use our Postal System as their Delivery Boy (causing tremendous loss to the U.S.) and are putting many thousands of retailers out of business!";03-29-2018 11:57:38;33388;130541;false;Negative
"Because of the $700 &amp; $716 Billion Dollars gotten to rebuild our Military many jobs are created and our Military is again rich. Building a great Border Wall with drugs (poison) and enemy combatants pouring into our Country is all about National Defense. Build WALL through M!";03-25-2018 10:33:25;31170;117696;false;Negative
France honors a great hero. Officer died after bravely swapping places with hostage in ISIS related terror attack. So much bravery around the world constantly fighting radical Islamic terrorism. Even stronger measures needed especially at borders!;03-25-2018 10:10:14;19653;83101;false;Negative
Our thoughts and prayers are with the victims of the horrible attack in France yesterday and we grieve the nation’s loss. We also condemn the violent actions of the attacker and anyone who would provide him support. We are with you @EmmanuelMacron!;03-24-2018 16:40:11;15760;83062;false;Negative
Obama Administration legalized bump stocks. BAD IDEA. As I promised today the Department of Justice will issue the rule banning BUMP STOCKS with a mandated comment period. We will BAN all devices that turn legal weapons into illegal machine guns.;03-23-2018 20:50:30;17129;81865;false;Negative
I am considering a VETO of the Omnibus Spending Bill based on the fact that the 800000 plus DACA recipients have been totally abandoned by the Democrats (not even mentioned in Bill) and the BORDER WALL which is desperately needed for our National Defense is not fully funded.;03-23-2018 12:55:15;37288;155673;false;Negative
DACA was abandoned by the Democrats. Very unfair to them! Would have been tied to desperately needed Wall.;03-23-2018 12:26:37;16395;73007;false;Negative
Crazy Joe Biden is trying to act like a tough guy. Actually he is weak both mentally and physically and yet he threatens me for the second time with physical assault. He doesn’t know me but he would go down fast and hard crying all the way. Don’t threaten people Joe!;03-22-2018 10:19:57;75713;258162;false;Negative
Got $1.6 Billion to start Wall on Southern Border rest will be forthcoming. Most importantly got $700 Billion to rebuild our Military $716 Billion next year...most ever. Had to waste money on Dem giveaways in order to take care of military pay increase and new equipment.;03-22-2018 03:00:36;24772;109425;false;Negative
I called President Putin of Russia to congratulate him on his election victory (in past Obama called him also). The Fake News Media is crazed because they wanted me to excoriate him. They are wrong! Getting along with Russia (and others) is a good thing not a bad thing.......;03-21-2018 18:56:14;29872;131185;false;Negative
...there was no probable cause for believing that there was any crime collusion or otherwise or obstruction of justice!”  So stated by Harvard Law Professor Alan Dershowitz.;03-21-2018 11:11:17;19988;83557;false;Negative
AUSTIN BOMBING SUSPECT IS DEAD. Great job by law enforcement and all concerned!;03-21-2018 10:28:16;26656;137016;false;Negative
"RT @WhiteHouse: The opioid crisis has created stories of despair of shock but also stories of recovery &amp; hope. President Trump is asking e…";03-19-2018 22:38:15;12008;0;true;Negative
A total WITCH HUNT with massive conflicts of interest!;03-19-2018 13:07:50;24770;111018;false;Negative
Why does the Mueller team have 13 hardened Democrats some big Crooked Hillary supporters and Zero Republicans? Another Dem recently added...does anyone think this is fair? And yet there is NO COLLUSION!;03-18-2018 12:35:42;33419;126139;false;Negative
Spent very little time with Andrew McCabe but he never took notes when he was with me. I don’t believe he made memos except to help his own agenda probably at a later date. Same with lying James Comey. Can we call them Fake Memos?;03-18-2018 12:22:11;31695;130172;false;Negative
The Mueller probe should never have been started in that there was no collusion and there was no crime. It was based on fraudulent activities and a Fake Dossier paid for by Crooked Hillary and the DNC and improperly used in FISA COURT for surveillance of my campaign. WITCH HUNT!;03-18-2018 00:12:48;29521;104277;false;Negative
The Fake News is beside themselves that McCabe was caught called out and fired. How many hundreds of thousands of dollars was given to wife’s campaign by Crooked H friend Terry M who was also under investigation? How many lies? How many leaks? Comey knew it all and much more!;03-17-2018 17:34:21;39341;143283;false;Negative
"As the House Intelligence Committee has concluded there was no collusion between Russia and the Trump Campaign. As many are now finding out however there was tremendous leaking lying and corruption at the highest levels of the FBI Justice &amp; State. #DrainTheSwamp";03-17-2018 17:11:50;31757;115876;false;Negative
Andrew McCabe FIRED a great day for the hard working men and women of the FBI - A great day for Democracy. Sanctimonious James Comey was his boss and made McCabe look like a choirboy. He knew all about the lies and corruption going on at the highest levels of the FBI!;03-17-2018 04:08:02;47996;165233;false;Negative
RT @WhiteHouse: Yesterday five @Cabinet Secretaries testified on the Hill on the need to rebuild our Nation's crumbling infrastructure. Pr…;03-15-2018 17:47:34;8956;0;true;Negative
We cannot keep a blind eye to the rampant unfair trade practices against our Country!;03-14-2018 14:37:36;16142;84222;false;Negative
"If we don’t have a wall system we’re not going to have a country. Congress must fund the BORDER WALL &amp; prohibit grants to sanctuary jurisdictions that threaten the security of our country &amp; the people of our country. We must enforce our laws &amp; protect our people! #BuildTheWall https://t.co/NGqNueukvj";03-13-2018 22:23:26;26080;95236;false;Negative
"California’s sanctuary policies are illegal and unconstitutional and put the safety and security of our entire nation at risk. Thousands of dangerous &amp; violent criminal aliens are released as a result of sanctuary policies set free to prey on innocent Americans. THIS MUST STOP!";03-13-2018 15:27:18;32824;125744;false;Negative
“According to the Center for Immigration Studies the $18 billion wall will pay for itself by curbing the importation of crime drugs and illegal immigrants who tend to go on the federal dole...” https://t.co/NdLC6jZwWE;03-13-2018 15:24:23;20236;69657;false;Negative
The Economy is raging at an all time high and is set to get even better. Jobs and wages up. Vote for Rick Saccone and keep it going!;03-13-2018 12:28:03;17036;75793;false;Negative
The Republicans are 5-0 in recent Congressional races a point which the Fake News Media continuously fails to mention. I backed and campaigned for all of the winners. They give me credit for one. Hopefully Rick Saccone will be another big win on Tuesday.;3.11.2018 14:02;18305;78098;false;Negative
...have shown conclusively that there was no Collusion with Russia..just excuse for losing. The only Collusion was that done by the DNC the Democrats and Crooked Hillary. The writer of the story Maggie Haberman a Hillary flunky knows nothing about me and is not given access.;3.11.2018 13:50;19824;85513;false;Negative
The Failing New York Times purposely wrote a false story stating that I am unhappy with my legal team on the Russia case and am going to add another lawyer to help out. Wrong. I am VERY happy with my lawyers John Dowd Ty Cobb and Jay Sekulow. They are doing a great job and.....;3.11.2018 13:41;20912;91633;false;Negative
"The European Union wonderful countries who treat the U.S. very badly on trade are complaining about the tariffs on Steel &amp; Aluminum. If they drop their horrific barriers &amp; tariffs on U.S. products going in we will likewise drop ours. Big Deficit. If not we Tax Cars etc. FAIR!";3.10.2018 21:29;23972;99649;false;Negative
We are deeply saddened by the tragic situation in Yountville and mourn the loss of three incredible women who cared for our Veterans.;3.10.2018 13:38;13996;75245;false;Negative
"From Bush 1 to present our Country has lost more than 55000 factories 6000000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars. Last year we had a Trade Deficit of almost 800 Billion Dollars. Bad Policies &amp; Leadership. Must WIN again!  #MAGA";3.7.2018 11:40;35446;128219;false;Negative
Lowest rated Oscars in HISTORY. Problem is we don’t have Stars anymore - except your President (just kidding of course)!;3.6.2018 13:25;59495;213557;false;Negative
Total inaction on DACA by Dems. Where are you? A deal can be made!;3.6.2018 13:00;15381;72464;false;Negative
"The new Fake News narrative is that there is CHAOS in the White House. Wrong! People will always come &amp; go and I want strong dialogue before making a final decision. I still have some people that I want to change (always seeking perfection). There is no Chaos only great Energy!";3.6.2018 12:55;22761;97985;false;Negative
Why did the Obama Administration start an investigation into the Trump Campaign (with zero proof of wrongdoing) long before the Election in November? Wanted to discredit so Crooked H would win. Unprecedented. Bigger than Watergate! Plus Obama did NOTHING about Russian meddling.;3.5.2018 13:22;39150;131365;false;Negative
...treat our farmers much better. Highly restrictive. Mexico must do much more on stopping drugs from pouring into the U.S. They have not done what needs to be done. Millions of people addicted and dying.;3.5.2018 11:53;18135;86041;false;Negative
We are on the losing side of almost all trade deals. Our friends and enemies have taken advantage of the U.S. for many years. Our Steel and Aluminum industries are dead. Sorry it’s time for a change! MAKE AMERICA GREAT AGAIN!;3.5.2018 0:10;26614;117719;false;Negative
If the E.U. wants to further increase their already massive tariffs and barriers on U.S. companies doing business there we will simply apply a Tax on their Cars which freely pour into the U.S. They make it impossible for our cars (and more) to sell there. Big trade imbalance!;3.3.2018 17:53;30869;124849;false;Negative
Mainstream Media in U.S. is being mocked all over the world. They’ve gone CRAZY! https://t.co/4UGYuJpUA7;3.3.2018 17:33;20619;74730;false;Negative
Alec Baldwin whose dying mediocre career was saved by his terrible impersonation of me on SNL now says playing me was agony. Alec it was agony for those who were forced to watch. Bring back Darrell Hammond funnier and a far greater talent!;3.2.2018 11:07;28791;141272;false;Negative
Alex Baldwin whose dieing mediocre career was saved by his impersonation of me on SNL now says playing DJT was agony for him. Alex it was also agony for those who were forced to watch. You were terrible. Bring back Darrell Hammond much funnier and a far greater talent!;3.2.2018 10:42;1566;5732;false;Negative
Jobless claims at a 49 year low!;3.2.2018 0:51;15222;76116;false;Negative
Why is A.G. Jeff Sessions asking the Inspector General to investigate potentially massive FISA abuse. Will take forever has no prosecutorial power and already late with reports on Comey etc. Isn’t the I.G. an Obama guy? Why not use Justice Department lawyers? DISGRACEFUL!;02-28-2018 14:34:37;25454;90393;false;Negative
45 year low on illegal border crossings this year. Ice and Border Patrol Agents are doing a great job for our Country. MS-13 thugs being hit hard.;02-28-2018 14:08:21;21076;112466;false;Negative
“We’ve seen NO EVIDENCE OF COLLUSION....I have seen nothing the firing of James Comey and all of the aftermath that suggests that the President has obstructed justice because he’s exercising his power as the President of the U.S. I just don’t see it.”  Judge Ken Starr;02-27-2018 12:45:58;23576;92849;false;Negative
“I’ve been skeptical about the collusion and obstruction claims for the last year. I just don’t see the evidence....in terms of the collusion it’s all a bit implausible based on the evidence we have.”  Jonathan Turley on @FoxNews;02-27-2018 12:28:59;14848;65604;false;Negative
"RT @FoxNews: President @realDonaldTrump on Dem FISA memo: ""A lot of bad things happened on the other side not on this side but the other…";02-25-2018 03:11:28;14823;0;true;Negative
“Congressman Schiff omitted and distorted key facts” @FoxNews  So what else is new. He is a total phony!;02-25-2018 00:56:35;19619;77192;false;Negative
“Russians had no compromising information on Donald Trump” @FoxNews  Of course not because there is none and never was. This whole Witch Hunt is an illegal disgrace...and Obama did nothing about Russia!;02-24-2018 23:44:11;19471;74190;false;Negative
The Democrat memo response on government surveillance abuses is a total political and legal BUST. Just confirms all of the terrible things that were done. SO ILLEGAL!;02-24-2018 23:16:13;20911;83203;false;Negative
Unemployment claims are at the lowest level since 1973. Much of this has to do with the massive cutting of unnecessary and job killing Regulations!;02-24-2018 21:07:43;16109;74829;false;Negative
“School shooting survivor says he quit @CNN Town Hall after refusing scripted question.” @TuckerCarlson. Just like so much of CNN Fake News. That’s why their ratings are so bad! MSNBC may be worse.;02-23-2018 01:26:26;32011;113224;false;Negative
I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and end sale of Bump Stocks! Congress is in a mood to finally do something on this issue - I hope!;02-22-2018 13:13:32;36750;185614;false;Negative
....immediately fire back if a savage sicko came to a school with bad intentions. Highly trained teachers would also serve as a deterrent to the cowards that do this. Far more assets at much less cost than guards. A “gun free” school is a magnet for bad people. ATTACKS WOULD END!;02-22-2018 12:40:08;22428;102063;false;Negative
