text;created_at;retweet_count;favorite_count;is_retweet;sentiment
"....non-existent “sources” and a drunk/drugged up loser who hates Michael a fine person with a wonderful family. Michael is a businessman for his own account/lawyer who I have always liked &amp; respected. Most people will flip if the Government lets them out of trouble even if....";04-21-2018 12:17:22;2671;10374;false;Neutral
Sanctuary Cities released at least 142 Gang Members across the United States making it easy for them to commit all forms of violent crimes where none would have existed. We are doing a great job of law enforcement but things such as this make safety in America difficult!;04-19-2018 22:30:36;20383;74215;false;Neutral
Just arrived @NASKeyWest! Heading to a briefing with the Joint Interagency Task Force South NORTHCOM and SOUTHCOM. https://t.co/r906IXnBcG;04-19-2018 16:23:52;9185;44805;false;Neutral
Governor Jerry Brown announced he will deploy “up to 400 National Guard Troops” to do nothing. The crime rate in California is high enough and the Federal Government will not be paying for Governor Brown’s charade. We need border security and action not words!;04-19-2018 15:48:38;20306;84449;false;Neutral
RT @AbeShinzo: ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????…;04-18-2018 09:45:37;20142;0;true;Neutral
.@FLOTUS Melania and I join the Nation in celebrating the life of Barbara Bush: https://t.co/4OW72iddQx;04-18-2018 02:23:58;8841;45176;false;Neutral
.@FLOTUS Melania and I join the Nation in celebrating the life of Barbara Bush: https://t.co/4NzyjxqAFM;04-18-2018 00:05:55;10206;39641;false;Neutral
RT @FoxBusiness: WATCH LIVE: @IvankaTrump and @stevenmnuchin1 host tax event on Tax Day in New Hampshire. (Courtesy: WBZ) https://t.co/C3zr…;04-17-2018 21:55:04;4663;0;true;Neutral
"RT @VP: Thanks to the historic TRUMP TAX CUTS today marks the last time the American people will file taxes under a complicated &amp; outdated…";04-17-2018 17:26:02;11246;0;true;Neutral
RT @RepKevinBrady: Starting next year you will be able to file under the new tax law which means MORE money in your pocket – all without…;04-17-2018 17:25:26;5192;0;true;Neutral
I am in Florida and looking forward to my meeting with Prime Minister Abe of Japan. Working on Trade and Military Security.;04-17-2018 12:24:35;11779;63836;false;Neutral
RT @GOPChairwoman: Crumbs are still coming. #MAGAhttps://t.co/JFZL6czboZ;04-17-2018 01:04:02;9183;0;true;Neutral
RT @WaysandMeansGOP: Tomorrow is #TaxDay and the good news is this is the last year you will have to file using the old broken code. Check…;04-17-2018 00:57:55;5808;0;true;Neutral
Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!;04-16-2018 12:31:02;21561;97741;false;Neutral
Attorney Client privilege is now a thing of the past. I have many (too many!) lawyers and they are probably wondering when their offices and even homes are going to be raided with everything including their phones and computers taken. All lawyers are deflated and concerned!;04-15-2018 12:56:13;24019;103035;false;Neutral
The Syrian raid was so perfectly carried out with such precision that the only way the Fake News Media could demean was by my use of the term “Mission Accomplished.” I knew they would seize on this but felt it is such a great Military term it should be brought back. Use often!;04-15-2018 12:19:42;24048;115575;false;Neutral
Comey throws AG Lynch “under the bus!” Why can’t we all find out what happened on the tarmac in the back of the plane with Wild Bill and Lynch? Was she promised a Supreme Court seat or AG in order to lay off Hillary. No golf and grandkids talk (give us all a break)!;04-15-2018 12:08:03;26569;102051;false;Neutral
RT @nikkihaley: https://t.co/oO3wIKolMy;04-14-2018 22:13:05;18451;0;true;Neutral
https://t.co/6VLQYAlcto;04-14-2018 01:31:56;36601;103684;false;Neutral
Would only join TPP if the deal were substantially better than the deal offered to Pres. Obama. We already have BILATERAL deals with six of the eleven nations in TPP and are working to make a deal with the biggest of those  nations Japan who has hit us hard on trade for years!;04-13-2018 03:15:16;16759;78686;false;Neutral
Just had an Agricultural Roundtable with memembers of Congress and Governors.I will be making remarks on the large scale TAX CUTS given to American families and workers at 1:45 P.M. from the Rose Garden. Join me live: https://t.co/XAchZ3zUSe https://t.co/Dqe8QhpDAZ;4.12.2018 17:13;7045;30968;false;Neutral
Big show tonight on @seanhannity! 9:00 P.M. on @FoxNews;4.12.2018 0:48;11142;55637;false;Neutral
Our relationship with Russia is worse now than it has ever been and that includes the Cold War. There is no reason for this. Russia needs us to help with their economy something that would be very easy to do and we need all nations to work together. Stop the arms race?;4.11.2018 11:37;32551;125691;false;Neutral
"So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China the coming North Korea meeting and of course the vicious gas attack in Syria. Feels great to have Bolton &amp; Larry K on board. I (we) are";4.11.2018 10:38;16168;69376;false;Neutral
A TOTAL WITCH HUNT!!!;4.10.2018 11:08;31061;122912;false;Neutral
Attorney–client privilege is dead!;4.10.2018 11:07;27107;105299;false;Neutral
“The FBI closed the case on Hillary which was a rigged investigation. They exonerated her even before they ever interviewed her they never even put her under oath.....” and much more. So true Jesse! @WattersWorld;4.8.2018 11:27;21086;78671;false;Neutral
"While Security spending was somewhat more than his predecessor Scott Pruitt has received death threats because of his bold actions at EPA. Record clean Air &amp; Water while saving USA Billions of Dollars. Rent was about market rate travel expenses OK. Scott is doing a great job!";4.8.2018 0:03;18413;75853;false;Neutral
We are sealing up our Southern Border. The people of our great country want Safety and Security. The Dems have been a disaster on this very important issue!;4.7.2018 18:11;24937;107845;false;Neutral
Just spoke to @JustinTrudeau to pay my highest respect and condolences to the families of the terrible Humboldt Team tragedy. May God be with them all!;4.7.2018 17:35;18070;93382;false;Neutral
AMERICA IS OPEN FOR BUSINESS! https://t.co/5jxdojPZmN;4.6.2018 16:24;16538;68939;false;Neutral
Despite the Aluminum Tariffs Aluminum prices are DOWN 4%. People are surprised I’m not! Lots of money coming into U.S. coffers and Jobs Jobs Jobs!;4.6.2018 11:11;18995;81035;false;Neutral
Our thoughts and prayers are with the four U.S. Marines from the 3rd Marine Aircraft Wing who lost their lives in yesterday’s Southern California helicopter crash. We pray for their families and our great @USMC.;4.4.2018 14:50;18139;87562;false;Neutral
"Our Border Laws are very weak while those of Mexico &amp; Canada are very strong. Congress must change these Obama era and other laws NOW! The Democrats stand in our way - they want people to pour into our country unchecked....CRIME! We will be taking strong action today.";4.4.2018 11:19;24527;99709;false;Neutral
The big Caravan of People from Honduras now coming across Mexico and heading to our “Weak Laws” Border had better be stopped before it gets there. Cash cow NAFTA is in play as is foreign aid to Honduras and the countries that allow this to happen. Congress MUST ACT NOW!;4.3.2018 10:49;25533;99245;false;Neutral
#AutismAwarenessDay #LightItUpBlue https://t.co/JAzSE6yEes;4.3.2018 2:03;18328;91435;false;Neutral
Honduras Mexico and many other countries that the U.S. is very generous to sends many of their people to our country through our WEAK IMMIGRATION POLICIES. Caravans are heading here. Must pass tough laws and build the WALL. Democrats allow open borders drugs and crime!;4.3.2018 0:12;20587;79542;false;Neutral
DACA is dead because the Democrats didn’t care or act and now everyone wants to get onto the DACA bandwagon... No longer works. Must build Wall and secure our borders with proper Border legislation. Democrats want No Borders hence drugs and crime!;4.2.2018 11:17;23176;90936;false;Neutral
https://t.co/UM3YJ6lUiD;03-30-2018 20:24:56;25486;88218;false;Neutral
Washington spent trillions building up foreign countries while allowing OUR OWN infrastructure to fall into a state of total disrepair. No more! It's time to REBUILD and we will do it with American WORKERS American GRIT and American PRIDE! https://t.co/Q9rPZi2D2s;03-29-2018 20:06:37;26959;105398;false;Neutral
JOBS JOBS JOBS! Unemployment claims have fallen to a 45-year low. Together we are making the economy great again! https://t.co/pN2TE5HDQm;03-29-2018 19:58:35;18362;74838;false;Neutral
My Administration stands in solidarity with the brave citizens in Orange County defending their rights against California's illegal and unconstitutional Sanctuary policies. California's Sanctuary laws....;03-28-2018 16:18:44;26688;111399;false;Neutral
Received message last night from XI JINPING of China that his meeting with KIM JONG UN went very well and that KIM looks forward to his meeting with me. In the meantime and unfortunately maximum sanctions and pressure must be maintained at all cost!;03-28-2018 10:16:26;24254;103499;false;Neutral
"RT @realDonaldTrump: Because of the $700 &amp; $716 Billion Dollars gotten to rebuild our Military many jobs are created and our Military is a…";03-27-2018 02:38:07;31171;0;true;Neutral
So much Fake News. Never been more voluminous or more inaccurate. But through it all our country is doing great!;03-26-2018 12:38:55;27436;133788;false;Neutral
....lawyer or law firm will take months to get up to speed (if for no other reason than they can bill more) which is unfair to our great country - and I am very happy with my existing team. Besides there was NO COLLUSION with Russia except by Crooked Hillary and the Dems!;03-25-2018 11:49:16;17922;82458;false;Neutral
"Many lawyers and top law firms want to represent me in the Russia case...don’t believe the Fake News narrative that it is hard to find a lawyer who wants to take this on. Fame &amp; fortune will NEVER be turned down by a lawyer though some are conflicted. Problem is that a new......";03-25-2018 11:40:41;14318;66686;false;Neutral
News conference at the White House concerning the Omnibus Spending Bill.  1:00 P.M.;03-23-2018 16:32:58;9681;47571;false;Neutral
"House Intelligence Committee votes to release final report. FINDINGS: (1) No evidence provided of Collusion between Trump Campaign &amp; Russia. (2)  The Obama Administrations Post election response was insufficient. (3) Clapper provided inconsistent testimony on media contacts.";03-23-2018 10:07:18;21100;77515;false;Neutral
RT @FLOTUS: Greetings from @WhiteHouse https://t.co/mjuHFqglYz;03-22-2018 17:12:52;22236;0;true;Neutral
Democrats refused to take care of DACA. Would have been so easy but they just didn’t care. I had to fight for Military and start of Wall.;03-22-2018 03:04:47;18336;82816;false;Neutral
.....They can help solve problems with North Korea Syria Ukraine ISIS Iran and even the coming Arms Race. Bush tried to get along but didn’t have the “smarts.” Obama and Clinton tried but didn’t have the energy or chemistry (remember RESET). PEACE THROUGH STRENGTH!;03-21-2018 19:05:40;20076;85386;false;Neutral
Department of Justice should have urged the Supreme Court to at least hear the Drivers License case on illegal immigrants in Arizona. I agree with @LouDobbs. Should have sought review.;03-21-2018 10:52:27;14868;59987;false;Neutral
Wow watch Comey lie under oath to Senator G when asked “have you ever been an anonymous source...or known someone else to be an anonymous source...?” He said strongly “never no.” He lied as shown clearly on @foxandfriends.;03-18-2018 12:02:31;27440;102211;false;Neutral
Our thoughts and prayers go out to the families and loved ones of the brave troops lost in the helicopter crash on the Iraq-Syria border yesterday. Their sacrifice in service to our country will never be forgotten.;03-16-2018 14:40:53;21791;114201;false;Neutral
Continuing to monitor the heartbreaking bridge collapse at FIU - so tragic. Many brave First Responders rushed in to save lives. Thank you for your courage. Praying this evening for all who are affected.;03-15-2018 23:10:56;19337;108116;false;Neutral
Heading to see the BORDER WALL prototypes in California! https://t.co/fU6Ukc271l;03-13-2018 14:37:15;16848;86859;false;Neutral
If schools are mandated to be gun free zones violence and danger are given an open invitation to enter. Almost all school shootings are in gun free zones. Cowards will only go where there is no deterrent!;3.12.2018 14:12;18503;79080;false;Neutral
....On 18 to 21 Age Limits watching court cases and rulings before acting. States are making this decision. Things are moving rapidly on this but not much political support (to put it mildly).;3.12.2018 13:22;11016;55788;false;Neutral
Very strong improvement and strengthening of background checks will be fully backed by White House. Legislation moving forward. Bump Stocks will soon be out. Highly trained expert teachers will be allowed to conceal carry subject to State Law. Armed guards OK deterrent!.......;3.12.2018 13:15;17100;81658;false;Neutral
"In the first hours after hearing that North Korea’s leader wanted to meet with me to talk denuclearization and that missile launches will end the press was startled &amp; amazed.They couldn’t believe it. But by the following morning the news became FAKE.They said so what who cares!";3.10.2018 20:02;21453;89341;false;Neutral
Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!;3.10.2018 16:15;19027;91296;false;Neutral
Chinese President XI XINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!;3.10.2018 15:22;6386;26530;false;Neutral
JOBS JOBS JOBS! #MAGA https://t.co/YAaqRcA7ZS;3.9.2018 16:47;18204;71253;false;Neutral
“Presidential Proclamation on Adjusting Imports of Aluminum into the United States”  Proclamation: https://t.co/aCaMtOUAl0Remarks: https://t.co/nypErcqFSU https://t.co/rcrkpvChkz;3.8.2018 22:17;12260;52868;false;Neutral
“Presidential Proclamation on Adjusting Imports of Steel into the United States” Proclamation: https://t.co/hxduwSoElzRemarks: https://t.co/nypErcqFSU https://t.co/q92FDYZeUl;3.8.2018 22:16;9464;43756;false;Neutral
The U.S. is acting swiftly on Intellectual Property theft. We cannot allow this to happen as it has for many years!;3.7.2018 15:38;19409;95058;false;Neutral
Possible progress being made in talks with North Korea. For the first time in many years a serious effort is being made by all parties concerned. The World is watching and waiting! May be false hope but the U.S. is ready to go hard in either direction!;3.6.2018 14:11;27861;122430;false;Neutral
We will see what happens! https://t.co/Y1qxoAUfd9;3.6.2018 13:05;9932;39284;false;Neutral
We are getting it done - jobs and security! https://t.co/Ui8bubj7Yr;3.6.2018 13:02;13033;52999;false;Neutral
The United States has an $800 Billion Dollar Yearly Trade Deficit because of our “very stupid” trade deals and policies. Our jobs and wealth are being given to other countries that have taken advantage of us for years. They laugh at what fools our leaders have been. No more!;3.3.2018 17:43;31042;130205;false;Neutral
Heading to Billy Graham Funeral. A Special Man!;3.2.2018 20:31;1432;8573;false;Neutral
We must protect our country and our workers. Our steel industry is in bad shape. IF YOU DON’T HAVE STEEL YOU DON’T HAVE A COUNTRY!;3.2.2018 13:01;22024;104149;false;Neutral
Eric we are all with you and your family! Look forward to seeing you back on T.V. https://t.co/d6y3Q00BSy;3.2.2018 11:18;11999;54647;false;Neutral
RT @IvankaTrump: My OpEd on the importance of #YouthSports participation and how this Administration is seeking to lift barriers so all our…;3.2.2018 2:59;6265;0;true;Neutral
Today in the center of this great Chamber lies Billy Graham – an Ambassador for Christ who reminded the world of the power of prayer and the gift of God’s grace. https://t.co/5aMh8nFPJW;02-28-2018 17:10:22;17637;75066;false;Neutral
WITCH HUNT!;02-27-2018 12:49:41;24267;94475;false;Neutral
RT @VollrathTammie: @realDonaldTrump @FoxNews https://t.co/sERi7Vyh5I;02-25-2018 03:56:04;7618;0;true;Neutral
"RT @FoxNews: President @realDonaldTrump on DACA: ""I'm the one that's pushing DACA and the Democrats are nowhere to be found."" https://t.co/…";02-25-2018 03:10:28;13616;0;true;Neutral
So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm;02-24-2018 13:21:02;20535;81402;false;Neutral
For those of you who are still interested the Democrats have totally forgotten about DACA. Not a lot of interest on this subject from them!;02-23-2018 13:09:54;24830;98027;false;Neutral
CPAC Today!;02-23-2018 13:01:09;7832;47061;false;Neutral
Will be meeting with Lawmakers today at 11:30 A.M. to discuss School Safety.  Next week it will be with our Nation’s Governors. It’s been many years of all talk no action. We’ll get it done!;02-22-2018 14:53:52;19752;106094;false;Neutral
"....History shows that a school shooting lasts on average 3 minutes. It takes police &amp; first responders approximately 5 to 8 minutes to get to site of crime. Highly trained gun adept teachers/coaches would solve the problem instantly before police arrive. GREAT DETERRENT!";02-22-2018 12:54:09;29535;125135;false;Neutral
"I never said “give teachers guns” like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibility of giving “concealed guns to gun adept teachers with military or special training experience - only the best. 20% of teachers a lot would now be able to";02-22-2018 12:26:28;22391;88498;false;Neutral
@CNN @MSNBC Whether we are Republican or Democrat we must now focus on strengthening Background Checks!;02-21-2018 01:18:36;16129;81372;false;Neutral
I have been much tougher on Russia than Obama just look at the facts. Total Fake News!;02-20-2018 13:38:49;16216;77951;false;Neutral
....The President Obama quote just before election. That’s because he thought Crooked Hillary was going to win and he didn’t want to “rock the boat.” When I easily won the Electoral College the whole game changed and the Russian excuse became the narrative of the Dems.;02-20-2018 12:46:18;20699;85341;false;Neutral
“There is no serious person out there who would suggest somehow that you could even rig America’s elections there’s no evidence that that has happened in the past or that it will happen this time and so I’d invite Mr. Trump to stop whining and make his case to get votes.” .....;02-20-2018 12:37:20;17403;67815;false;Neutral
Obama was President up to and beyond the 2016 Election. So why didn’t he do something about Russian meddling?;02-19-2018 19:55:49;22285;91374;false;Neutral
RT @mike_pence: Big night. Largest-ever Dallas County GOP Reagan Day Dinner. As I told the crowd under President @realDonaldTrump: Promise…;02-18-2018 12:53:11;12888;0;true;Neutral
I never said Russia did not meddle in the election I said “it may be Russia or China or another country or group or it may be a 400 pound genius sitting in bed and playing with his computer.” The Russian “hoax” was that the Trump campaign colluded with Russia - it never did!;02-18-2018 12:33:16;31757;127176;false;Neutral
Finally Liddle’ Adam Schiff the leakin’ monster of no control is now blaming the Obama Administration for Russian meddling in the 2016 Election. He is finally right about something. Obama was President knew of the threat and did nothing. Thank you Adam!;02-18-2018 12:22:29;28411;108688;false;Neutral
Never gotten over the fact that Obama was able to send $1.7 Billion Dollars in CASH to Iran and nobody in Congress the FBI or Justice called for an investigation!;02-18-2018 12:02:52;38387;124701;false;Neutral
"Just like they don’t want to solve the DACA problem why didn’t the Democrats pass gun control legislation when they had both the House &amp; Senate during the Obama Administration. Because they didn’t want to and now they just talk!";02-17-2018 23:45:28;32193;122987;false;Neutral
“I have seen all of the Russian ads and I can say very definitively that swaying the election was *NOT* the main goal.”Rob GoldmanVice President of Facebook Ads https://t.co/A5ft7cGJkE;02-17-2018 20:16:39;17148;58403;false;Neutral
I will be leaving for Florida today to meet with some of the bravest people on earth - but people whose lives have been totally shattered. Am also working with Congress on many fronts.;02-16-2018 14:37:56;19836;120054;false;Neutral
Presidential Proclamation Honoring the Victims of the Tragedy in Parkland Florida: https://t.co/RTQWAKiSnR https://t.co/Nhs32bm5zB;02-15-2018 20:19:11;13591;61970;false;Neutral
RT @SpoxDHS: Schumer-Rounds-Collins destroys the ability of @DHSgov to enforce immigration laws creating a mass amnesty for over 10 millio…;02-15-2018 19:22:16;7999;0;true;Neutral
The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I look forward to every year. See you at #CPAC2018!;2.12.2018 20:48;14387;67800;false;Neutral
My thoughts and prayers are with the two police officers their families and everybody at the @WestervillePD. https://t.co/AoingY77Ky;2.10.2018 21:18;20517;85046;false;Neutral
Republicans want to fix DACA far more than the Democrats do. The Dems had all three branches of government back in 2008-2011 and they decided not to do anything about DACA. They only want to use it as a campaign issue. Vote Republican!;2.10.2018 18:50;30571;118224;false;Neutral
“My view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier and the lies about the Clinton/DNC Dossier it shows that he’s been victimized. He’s been victimized by the Obama Administration who were using all sorts of.......;2.10.2018 18:16;25875;101513;false;Neutral
Peoples lives are being shattered and destroyed by a mere allegation. Some are true and some are false. Some are old and some are new. There is no recovery for someone falsely accused - life and career are gone. Is there no such thing any longer as Due Process?;2.10.2018 15:33;37304;136957;false;Neutral
Without more Republicans in Congress we were forced to increase spending on things we do not like or want in order to finally after many years of depletion take care of our Military. Sadly we needed some Dem votes for passage. Must elect more Republicans in 2018 Election!;2.9.2018 13:47;28187;110663;false;Neutral
I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea China and the Middle East.;2.8.2018 18:44;13629;79956;false;Neutral
Our founders invoked our Creator four times in the Declaration of Independence. Our currency declares “IN GOD WE TRUST.” And we place our hands on our hearts as we recite the Pledge of Allegiance and proclaim that we are “One Nation Under God.” #NationalPrayerBreakfast https://t.co/zukP40Ezpo;2.8.2018 17:13;29398;107158;false;Neutral
NEW FBI TEXTS ARE BOMBSHELLS!;2.7.2018 16:10;39864;138202;false;Neutral
Thanks to the historic TAX CUTS that I signed into law your paychecks are going way UP your taxes are going way DOWN and America is once again OPEN FOR BUSINESS! https://t.co/GISFbDDGXX;2.5.2018 20:42;22886;105977;false;Neutral
Great jobs numbers and finally after many years rising wages- and nobody even talks about them. Only Russia Russia Russia despite the fact that after a year of looking there is No Collusion!;2.4.2018 0:26;30276;136102;false;Neutral
RT @EricTrump: #MakeAmericaGreatAgain ???????????? https://t.co/CJts3udtNO;2.3.2018 13:44;12755;0;true;Neutral
RT @EricTrump: ???????????? https://t.co/iszxYp036c;2.3.2018 13:39;12338;0;true;Neutral
“You had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create a Dossier which was used by their allies in the Obama Administration to convince a Court misleadingly by all accounts to spy on the Trump Team.” Tom Fitton JW;2.2.2018 11:49;52193;161884;false;Neutral
Join me live for the #SOTUhttps://t.co/0SLktWxfHi;01-31-2018 02:00:02;22023;109076;false;Neutral
Somebody please inform Jay-Z that because of my policies Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!;01-28-2018 13:18:32;64122;240489;false;Neutral
"I have offered DACA a wonderful deal including a doubling in the number of recipients &amp; a twelve year pathway to citizenship for two reasons: (1) Because the Republicans want to fix a long time terrible problem. (2) To show that Democrats do not want to solve DACA only use it!";01-28-2018 03:58:02;47047;175856;false;Neutral
Join me live at the 2018 World Economic Forum in Davos Switzerland! #WEF18 https://t.co/fdHejCmv73 https://t.co/DuKJlVTWB8;01-26-2018 12:54:36;10132;52421;false;Neutral
Today Americans everywhere remember the brave men and women of @NASA who lost their lives in our Nation’s eternal quest to expand the boundaries of human potential. https://t.co/clBsJTGz8B https://t.co/jTJkusdBQA;01-25-2018 22:38:21;17824;84228;false;Neutral
Earlier today I spoke with @GovMattBevin of Kentucky regarding yesterday’s shooting at Marshall County High School. My thoughts and prayers are with Bailey Holt Preston Cope their families and all of the wounded victims who are in recovery. We are with you!;01-24-2018 20:26:16;19372;98925;false;Neutral
"Nobody knows for sure that the Republicans &amp; Democrats will be able to reach a deal on DACA by February 8 but everyone will be trying....with a big additional focus put on Military Strength and Border Security. The Dems have just learned that a Shutdown is not the answer!";01-23-2018 13:34:37;24229;112958;false;Neutral
Democrats have shut down our government in the interests of their far left base. They don’t want to do it but are powerless!;01-22-2018 13:15:55;22345;109898;false;Neutral
"RT @FoxNews: .@EricTrump: ""My father was elected for one reason and that's because he actually believes in putting America first which is…";01-21-2018 02:34:52;14414;0;true;Neutral
"RT @FoxNews: .@KellyannePolls: ""Since @POTUS took office 863000 new jobs were filled by women. Over half a million American women have en…";01-21-2018 02:33:09;14559;0;true;Neutral
"RT @FoxNews: .@davidwebbshow: ""Let's look at the calendar. It's January 20th. DACA expires on March 5th. That means this was a construct of…";01-21-2018 02:31:28;13166;0;true;Neutral
#AMERICA FIRST!;01-20-2018 11:47:42;31872;123740;false;Neutral
Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first!;01-19-2018 20:53:17;28082;129151;false;Neutral
“Shutting down the government is a very serious thing. People die accidents happen. I don’t know how I would vote right now on a CR OK?”Sen. Dianne Feinstein (D-Calif)https://t.co/7xP3CBnv5j;01-19-2018 16:28:29;15651;49735;false;Neutral
.@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...https://t.co/0O0VsYXmHB;01-19-2018 16:14:05;8564;44108;false;Neutral
CHIP should be part of a long term solution not a 30 Day or short term extension!;01-18-2018 13:37:24;12110;62752;false;Neutral
ISIS is in retreat our economy is booming investments and jobs are pouring back into the country and so much more! Together there is nothing we can’t overcome--even a very biased media. We ARE Making America Great Again!;01-18-2018 01:11:26;40177;179374;false;Neutral
And the FAKE NEWS winners are...https://t.co/59G6x2f7fD;01-18-2018 01:00:05;41677;112931;false;Neutral
Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS. https://t.co/kDcGbMieSt;01-17-2018 23:36:44;15704;68259;false;Neutral
RT @realDonaldTrump: Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no t…;01-16-2018 00:55:35;30426;0;true;Neutral
RT @realDonaldTrump: ...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the poli…;01-16-2018 00:52:48;19251;0;true;Neutral
RT @EricTrump: #MakeAmericaGreatAgain ???????????? https://t.co/b81NtQGhHa;01-16-2018 00:48:04;8904;0;true;Neutral
Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no trust! Durbin blew DACA and is hurting our Military.;01-15-2018 20:28:15;30428;118168;false;Neutral
RT @paulsperry_: https://t.co/aU1rdyKA1W;01-14-2018 03:50:18;15840;0;true;Neutral
RT @paulsperry_: Fusion GPS firm behind disputed Russia dossier retracts its claim of FBI mole in Trump camphttps://t.co/s6CFPXSVqb;01-14-2018 03:49:56;10412;0;true;Neutral
So much Fake News is being reported. They don’t even try to get it right or correct it when they are wrong. They promote the Fake Book of a mentally deranged author who knowingly writes false information. The Mainstream Media is crazed that WE won the election!;01-13-2018 22:08:34;34708;148208;false;Neutral
I don’t believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time but day by day they are blowing the one great opportunity they have. Too bad!;01-13-2018 14:20:01;27380;124729;false;Neutral
AMERICA FIRST!;01-13-2018 13:14:20;37694;152962;false;Neutral
The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!;01-13-2018 13:14:03;21951;104405;false;Neutral
With that being said I have personally directed the fix to the unmasking process since taking office and today’s vote is about foreign surveillance of foreign bad guys on foreign land. We need it! Get smart!;1.11.2018 14:14;12423;60560;false;Neutral
The United States needs the security of the Wall on the Southern Border which must be part of any DACA approval. The safety and security of our country is #1! https://t.co/4CFzQXb5aS;1.10.2018 23:07;15828;69057;false;Neutral
It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) always runs to the 9th Circuit and almost always wins before being reversed by higher courts.;1.10.2018 14:11;26665;108152;false;Neutral
If the Dems (Crooked Hillary) got elected your stocks would be down 50% from values on Election Day. Now they have a great future - and just beginning! https://t.co/9TzSC8F8vY;12-31-2017 13:26:29;14478;63403;false;Neutral
Big protests in Iran. The people are finally getting wise as to how their money and wealth is being stolen and squandered on terrorism. Looks like they will not take it any longer. The USA is watching very closely for human rights violations!;12-31-2017 13:03:29;30412;108343;false;Neutral
