text;created_at;retweet_count;favorite_count;is_retweet;sentiment
Thank you to all of the American workers who travelled here today! This event is dedicated to YOU: the hardworking Americans who make this nation run. You love your country you provide for your family you have PRIDE in your work and you cherish our GREAT AMERICAN FLAG! #TaxCuts https://t.co/RwaLpCRPh5;4.12.2018 18:32;14277;65421;false;Positive
I have agreed with the historically cooperative disciplined approach that we have engaged in with Robert Mueller (Unlike the Clintons!). I have full confidence in Ty Cobb my Special Counsel and have been fully advised throughout each phase of this process.;4.12.2018 16:46;16722;82895;false;Positive
Good luck to Mike Pompeo during his Confirmation Hearing today. He will be a great Secretary of State!;4.12.2018 10:37;12413;62486;false;Positive
Never said when an attack on Syria would take place. Could be very soon or not so soon at all! In any event the United States under my Administration has done a great job of ridding the region of ISIS. Where is our “Thank you America?”;4.12.2018 10:15;25626;113966;false;Positive
California Governor Jerry Brown is doing the right thing and sending the National Guard to the Border. Thank you Jerry good move for the safety of our Country!;4.12.2018 10:08;14804;86130;false;Positive
Honored to have Republican Congressional Leadership join me at the @WhiteHouse this evening. Lots to discuss as we continue MAKING AMERICA GREAT AGAIN! https://t.co/b9z5Nfdkcl;4.11.2018 22:59;11140;57916;false;Positive
“Trump just took a giant step towards actual welfare reform” https://t.co/LQlACDDLug;4.11.2018 19:47;16360;69453;false;Positive
RT @StateDept: .@POTUS Trump at Signing of #FOSTA #SESTA bill: We are going to do everything in our power to make sure traffickers are brou…;4.11.2018 16:34;15046;0;true;Positive
Speaker Paul Ryan is a truly good man and while he will not be seeking re-election he will leave a legacy of achievement that nobody can question. We are with you Paul!;4.11.2018 13:50;9909;61655;false;Positive
Russia vows to shoot down any and all missiles fired at Syria. Get ready Russia  because they will be coming nice and new and “smart!” You shouldn’t be partners with a Gas Killing Animal who kills his people and enjoys it!;4.11.2018 10:57;66753;173428;false;Positive
Today it was my great honor to welcome the 2017 NCAA Football National Champion Alabama Crimson Tide - to the White House. Congratulations! #RollTidehttps://t.co/hF5EZHlSVS https://t.co/JfGue4IIs1;4.10.2018 21:49;16582;80005;false;Positive
Very thankful for President Xi of China’s kind words on tariffs and automobile barriers...also his enlightenment on intellectual property and technology transfers. We will make great progress together!;4.10.2018 18:30;22531;106429;false;Positive
Very thankful for President Xi of China’s kind words on tarrifs and automobile barriers...also his enlightenment on intellectual property and technology transfers. We will make great progress together!;4.10.2018 17:51;5869;24427;false;Positive
Last night it was my great honor to host America’s senior defense and military leaders for dinner at the White House. America’s military is the GREATEST fighting force in the history of the world. They all have my pledge of unwavering commitment to our men and women in uniform! https://t.co/BjWKcMX0iL;4.10.2018 13:30;19515;87735;false;Positive
Great @Cabinet meeting at the @WhiteHouse this morning! https://t.co/kzmfovwUeb https://t.co/7AgbwbFNuw;4.9.2018 19:32;10494;53184;false;Positive
The Democrats are not doing what’s right for our country. I will not rest until we have secured our borders and restored the rule of law! https://t.co/zKGgPlaadS;4.9.2018 19:17;27106;104763;false;Positive
When a car is sent to the United States from China there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No it sounds like STUPID TRADE -  going on for years!;4.9.2018 10:03;46855;176652;false;Positive
Congratulations to Patrick Reed on his great and courageous MASTERS win! When Patrick had his amazing win at Doral 5 years ago people saw his great talent and a bright future ahead. Now he is the Masters Champion!;4.9.2018 0:43;12862;92509;false;Positive
"President Xi and I will always be friends no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &amp; a deal will be made on Intellectual Property. Great future for both countries!";4.8.2018 12:12;23906;107756;false;Positive
Fire at Trump Tower is out. Very confined (well built building). Firemen (and women) did a great job. THANK YOU!;4.7.2018 22:42;24434;136189;false;Positive
What does the Department of Justice and FBI have to hide? Why aren’t they giving the strongly requested documents (unredacted) to the HOUSE JUDICIARY COMMITTEE? Stalling but for what reason? Not looking good!;4.7.2018 21:00;26680;94298;false;Positive
Congratulations to @bernieandsid on their new @77wabcradio morning radio show in New York City. It was an honor to join you two – good luck! https://t.co/sulTcRp3IC;4.6.2018 20:26;8862;40931;false;Positive
“BET founder: Trump's economy is bringing black workers back into the labor force” https://t.co/TtMDfi4bv0;4.6.2018 20:23;29519;97151;false;Positive
China which is a great economic power is considered a Developing Nation within the World Trade Organization. They therefore get tremendous perks and advantages especially over the U.S. Does anybody think this is fair. We were badly represented. The WTO is unfair to U.S.;4.6.2018 14:32;24512;96583;false;Positive
Thank you @WVGovernor Jim Justice. It was my great honor to be with the amazing people of West Virginia today! #MAGA https://t.co/IwPuQNadMM;4.5.2018 20:28;10557;50062;false;Positive
Thanks to our historic TAX CUTS America is open for business and millions of American workers are seeing more take-home pay through higher wages salaries and bonuses! https://t.co/0u3dpLJiV2;4.5.2018 20:12;15547;70269;false;Positive
The Caravan is largely broken up thanks to the strong immigration laws of Mexico and their willingness to use them so as not to cause a giant scene at our Border. Because of the Trump Administrations actions Border crossings are at a still UNACCEPTABLE 46 year low. Stop drugs!;4.5.2018 11:40;20952;93713;false;Positive
“Still Rising: Rasmussen Poll Shows Donald Trump Approval Ratings Now at 51 Percent” https://t.co/q80PaE0gQo;4.4.2018 23:08;23985;99983;false;Positive
Today we honor Dr. Martin Luther King Jr. on the 50th anniversary of his assassination. Earlier this year I spoke about Dr. King’s legacy of justice and peace and his impact on uniting Americans. #MLK50 Proclamation: https://t.co/XXtPO0VX5A https://t.co/SH0esMSyMT;4.4.2018 15:05;18830;74530;false;Positive
Was just briefed on the shooting at YouTube’s HQ in San Bruno California. Our thoughts and prayers are with everybody involved. Thank you to our phenomenal Law Enforcement Officers and First Responders that are currently on the scene.;4.3.2018 21:49;19983;109584;false;Positive
WE WILL PROTECT OUR SOUTHERN BORDER! https://t.co/Z7fqQKcnez;4.3.2018 19:59;21366;84819;false;Positive
Today it was my honor to welcome Estonia President @KerstiKaljulaid Lithuania President @Grybauskaite_LT and Latvia President @Vejonis to the @WhiteHouse. Congratulations on your 100th anniversaries of independence! #BalticSummit: https://t.co/XAchZ3zUSe https://t.co/RRftyTGEvb;4.3.2018 19:15;9378;45429;false;Positive
I am right about Amazon costing the United States Post Office massive amounts of money for being their Delivery Boy. Amazon should pay these costs (plus) and not have them bourne by the American Taxpayer. Many billions of dollars. P.O. leaders don’t have a clue (or do they?)!;4.3.2018 13:55;20292;84366;false;Positive
Thank you to Rasmussen for the honest polling. Just hit 50% which is higher than Cheatin’ Obama at the same time in his Administration.;4.3.2018 11:08;22540;99903;false;Positive
Check out the fact that you can’t get a job at ratings challenged @CNN unless you state that you are totally anti-Trump? Little Jeff Zuker whose job is in jeopardy is not having much fun lately. They should clean up and strengthen CNN and get back to honest reporting!;4.3.2018 10:58;16830;70804;false;Positive
“President Trump's approval rate among likely U.S. voters hit 50 percent on Monday which puts him higher than former President Barack Obama's score at the same point into his first term according to a new poll.” Via: @Anna_Giaritelli @DCExaminer https://t.co/ZzycNoDCQJ;4.3.2018 0:34;18962;74243;false;Positive
“President Donald J. Trump Proclaims April 2 2018 World Autism Awareness Day” https://t.co/ECBCHfll0p;4.2.2018 16:38;13702;56478;false;Positive
An honor to host the Annual @WhiteHouse Easter Egg Roll! https://t.co/bOMJRK8FyK;4.2.2018 15:41;9611;51240;false;Positive
Mexico is making a fortune on NAFTA...They have very strong border laws - ours are pathetic. With all of the money they make from the U.S. hopefully they will stop people from coming through their country and into ours at least until Congress changes our immigration laws!;4.2.2018 13:08;19555;77338;false;Positive
Mexico has the absolute power not to let these large “Caravans” of people enter their country. They must stop them at their Northern Border which they can do because their border laws work not allow them to pass through into our country which has no effective border laws.....;4.2.2018 11:02;19753;76422;false;Positive
These big flows of people are all trying to take advantage of DACA. They want in on the act!;4.1.2018 14:28;19875;85084;false;Positive
"Border Patrol Agents are not allowed to properly do their job at the Border because of ridiculous liberal (Democrat) laws like Catch &amp; Release. Getting more dangerous. “Caravans” coming. Republicans must go to Nuclear Option to pass tough laws NOW. NO MORE DACA DEAL!";4.1.2018 13:56;37544;132851;false;Positive
HAPPY EASTER!;4.1.2018 12:27;41508;209522;false;Positive
We are going to REBUILD our crumbling infrastructure and there is no better place to begin this campaign than in the Great State of Ohio. A tremendous honor to be here today at a state-of-the-art training site where the skills of the American Worker are forged and refined! https://t.co/bU3KS62c0x;03-29-2018 19:44:06;16661;74693;false;Positive
....In the interim Hon. Robert Wilkie of DOD will serve as Acting Secretary. I am thankful for Dr. David Shulkin’s service to our country and to our GREAT VETERANS!;03-28-2018 21:31:54;9891;48476;false;Positive
I am pleased to announce that I intend to nominate highly respected Admiral Ronny L. Jackson MD as the new Secretary of Veterans Affairs....;03-28-2018 21:31:08;17127;78712;false;Positive
Great briefing this afternoon on the start of our Southern Border WALL! https://t.co/pmCNoxxlkH;03-28-2018 19:47:02;32111;119196;false;Positive
....release known dangerous criminals into communities across the State. All citizens have the right to be protected by Federal law and strong borders.;03-28-2018 16:19:02;15087;67313;false;Positive
.@USTradeRep just announced an agreement in principle with South Korea on KORUS! A great deal for American and Korean workers. Let’s now focus on our important security relationship.;03-28-2018 16:14:34;12228;55208;false;Positive
For years and through many administrations everyone said that peace and the denuclearization of the Korean Peninsula was not even a small possibility. Now there is a good chance that Kim Jong Un will do what is right for his people and for humanity. Look forward to our meeting!;03-28-2018 10:05:18;26517;113827;false;Positive
THE SECOND AMENDMENT WILL NEVER BE REPEALED! As much as Democrats would like to see this happen and despite the words yesterday of former Supreme Court Justice Stevens NO WAY. We need more Republicans in 2018 and must ALWAYS hold the Supreme Court!;03-28-2018 09:52:36;59143;194123;false;Positive
I am very pleased to welcome the opioid memorial to the President's Park in April. I encourage all to visit and remember those who we have lost to this deadly epidemic. We will keep fighting until we defeat the opioid crisis! https://t.co/ZM7AYJyECr;03-27-2018 18:35:06;15524;68129;false;Positive
Trade talks going on with numerous countries that for many years have not treated the United States fairly. In the end all will be happy!;03-27-2018 00:44:52;21053;104664;false;Positive
Great news! #MAGA https://t.co/mRQGRJkozC;03-26-2018 20:29:19;15786;69302;false;Positive
The economy is looking really good. It has been many years that we have seen these kind of numbers. The underlying strength of companies has perhaps never been better.;03-26-2018 11:05:40;19715;98420;false;Positive
.@HowieCarrShow just wrote a book which everyone is talking about. He was a great help. He is a veteran journalist who had a great influence in NH and beyond. He calls it the most amazing political campaign of modern times. The book is called “What Really Happened.” Enjoy! #MAGA https://t.co/jYhjpoJKHe;03-26-2018 03:26:43;20641;75392;false;Positive
“President Donald J. Trump Proclaims March 25 2018 as Greek Independence Day: A National Day of Celebration of Greek and American Democracy” https://t.co/GwSJ2UK2xD https://t.co/GltMwxINA2;03-25-2018 13:45:44;11406;51735;false;Positive
Happy National #MedalOfHonorDay to our HEROES. We love you! https://t.co/6euI31R4Gz;03-25-2018 13:08:27;15023;64996;false;Positive
Much can be done with the $1.6 Billion given to building and fixing the border wall. It is just a down payment. Work will start immediately. The rest of the money will come - and remember DACA the Democrats abandoned you (but we will not)!;03-25-2018 10:42:20;19683;80170;false;Positive
As a matter of National Security I've signed the Omnibus Spending Bill. I say to Congress: I will NEVER sign another bill like this again. To prevent this omnibus situation from ever happening again I'm calling on Congress to give me a line-item veto for all govt spending bills! https://t.co/kYwMk5AE5k;03-23-2018 23:01:10;19345;71398;false;Positive
"I am pleased to announce that effective 4/9/18 @AmbJohnBolton will be my new National Security Advisor. I am very thankful for the service of General H.R. McMaster who has done an outstanding job &amp; will always remain my friend. There will be an official contact handover on 4/9.";03-22-2018 22:26:41;24242;96093;false;Positive
My honor Charlie - thank you! #MAGA https://t.co/ZbXFxNVMLP;03-22-2018 20:11:30;10877;49962;false;Positive
As a candidate I pledged that if elected I would use every lawful tool to combat unfair trade protect American workers and defend our national security.  Today we took another critical step to fulfill that commitment. https://t.co/7NBI0Dibmx https://t.co/nmzqos3BUA;03-22-2018 18:40:54;15736;67717;false;Positive
Remember when they were saying during the campaign that Donald Trump is giving great speeches and drawing big crowds but he is spending much less money and not using social media as well as Crooked Hillary’s large and highly sophisticated staff. Well not saying that anymore!;03-22-2018 10:40:37;20355;94790;false;Positive
“Special Council is told to find crimes whether a crime exists or not. I was opposed to the selection of Mueller to be Special Council. I am still opposed to it. I think President Trump was right when he said there never should have been a Special Council appointed because.....;03-21-2018 11:29:03;18721;78472;false;Positive
“Special Council is told to find crimes wether crimes exist or not. I was opposed the the selection of Mueller to be Special Council I still am opposed to it. I think President Trump was right when he said there never should have been a Special Council appointed because.....;03-21-2018 11:03:22;1967;7213;false;Positive
Our Nation was founded by farmers. Our independence was won by farmers. And our continent was tamed by farmers. Our farmers always lead the way -- we are PROUD of them and we are DELIVERING for them! #NationalAgricultureDay;03-20-2018 15:36:23;33993;140902;false;Positive
The Democrats do not want to help DACA. Would be so easy to make a deal!;03-20-2018 00:28:45;22003;99230;false;Positive
.@seanhannity on @foxandfriends now! Great! 8:18 A.M.;03-19-2018 12:16:40;8016;50101;false;Positive
Happy #StPatricksDay https://t.co/4vVsW2smhB;03-17-2018 15:00:54;17249;94444;false;Positive
“U.S. Consumer Confidence Hits 14-Year High” https://t.co/tXJsSRoM64;03-16-2018 17:42:07;15704;66344;false;Positive
