created_at,retweet_count,favorite_count,is_retweet
04-21-2018 15:45:24,13093,78766,false
04-21-2018 15:44:55,14254,68540,false
04-21-2018 13:18:58,10893,41012,false
04-21-2018 13:10:01,10799,49377,false
04-21-2018 13:10:01,11373,53158,false
04-21-2018 13:10:00,14576,59852,false
04-21-2018 12:17:22,3574,12690,false
04-21-2018 12:17:22,2671,10374,false
04-21-2018 12:17:22,2802,11432,false
04-21-2018 03:22:51,32196,142801,false
04-21-2018 03:13:07,28792,106333,false
04-20-2018 23:19:51,31575,111462,false
04-20-2018 22:50:34,47104,186584,false
04-20-2018 22:34:26,8794,27084,false
04-20-2018 20:25:13,32036,131713,false
04-20-2018 10:57:12,24016,98423,false
04-20-2018 10:50:38,28980,110389,false
04-20-2018 10:43:17,19922,116645,false
04-20-2018 10:34:16,30397,109422,false
04-20-2018 03:37:26,25606,102238,false
04-19-2018 22:46:06,21811,85267,false
04-19-2018 22:30:36,20383,74215,false
04-19-2018 22:30:25,14463,65852,false
04-19-2018 20:31:56,22573,91221,false
04-19-2018 20:27:01,19047,73558,false
04-19-2018 20:21:16,26560,96880,false
04-19-2018 18:40:12,15067,60440,false
04-19-2018 18:33:24,6654,31541,false
04-19-2018 16:23:52,9185,44805,false
04-19-2018 15:48:38,20306,84449,false
04-19-2018 15:23:22,20046,86524,false
04-19-2018 14:45:14,14185,71419,false
04-19-2018 02:58:21,14662,65149,false
04-19-2018 02:12:13,8436,0,true
04-18-2018 21:32:53,12621,64968,false
04-18-2018 21:00:12,15309,75781,false
04-18-2018 16:30:39,23897,102082,false
04-18-2018 12:05:42,22580,96478,false
04-18-2018 10:42:23,25827,101034,false
04-18-2018 10:08:50,17869,61945,false
04-18-2018 09:59:07,29045,115384,false
04-18-2018 09:45:37,20142,0,true
04-18-2018 09:43:27,8650,0,true
04-18-2018 09:42:39,14222,0,true
04-18-2018 09:42:22,15802,0,true
04-18-2018 09:42:17,13118,0,true
04-18-2018 02:49:28,18159,78191,false
04-18-2018 02:32:04,20638,84836,false
04-18-2018 02:26:57,9760,42306,false
04-18-2018 02:23:58,8841,45176,false
04-18-2018 00:05:55,10206,39641,false
04-17-2018 22:59:20,14227,70002,false
04-17-2018 21:55:25,5552,0,true
04-17-2018 21:55:04,4663,0,true
04-17-2018 21:34:23,15804,66855,false
04-17-2018 21:34:23,13120,55653,false
04-17-2018 20:45:36,14549,58345,false
04-17-2018 17:59:39,18409,77972,false
04-17-2018 17:51:52,10438,67802,false
04-17-2018 17:26:54,4381,0,true
04-17-2018 17:26:02,11246,0,true
04-17-2018 17:25:26,5192,0,true
04-17-2018 17:25:05,4102,0,true
04-17-2018 17:24:46,5154,0,true
04-17-2018 16:46:34,4672,0,true
04-17-2018 12:24:36,15379,85300,false
04-17-2018 12:24:36,15332,64910,false
04-17-2018 12:24:35,11779,63836,false
04-17-2018 12:24:34,24896,124448,false
04-17-2018 01:04:02,9183,0,true
04-17-2018 00:57:55,5808,0,true
04-17-2018 00:57:41,6651,0,true
04-17-2018 00:56:44,5064,0,true
04-17-2018 00:56:41,7574,0,true
04-17-2018 00:52:51,6963,0,true
04-16-2018 12:31:02,21561,97741,false
04-16-2018 12:25:19,28889,112636,false
04-15-2018 14:44:30,29754,141548,false
04-15-2018 13:07:10,22407,99162,false
04-15-2018 12:56:13,24019,103035,false
04-15-2018 12:32:16,22395,102330,false
04-15-2018 12:19:42,24048,115575,false
04-15-2018 12:08:03,26569,102051,false
04-15-2018 11:57:14,27729,101235,false
04-15-2018 11:42:33,27603,106702,false
04-15-2018 11:25:12,30407,0,true
04-14-2018 22:13:05,18451,0,true
04-14-2018 12:29:48,30430,160818,false
04-14-2018 12:21:00,43580,200070,false
04-14-2018 01:31:56,36601,103684,false
04-13-2018 19:36:27,36632,126817,false
04-13-2018 16:21:16,25345,111025,false
04-13-2018 12:17:37,35266,143118,false
04-13-2018 12:01:47,33432,127321,false
04-13-2018 11:44:51,23145,108689,false
04-13-2018 03:15:16,16759,78686,false
04-12-2018 19:03,19953,81129,false
04-12-2018 18:32,14277,65421,false
04-12-2018 17:13,7045,30968,false
04-12-2018 16:46,16722,82895,false
04-12-2018 16:42,16854,65767,false
04-12-2018 10:37,12413,62486,false
04-12-2018 10:15,25626,113966,false
04-12-2018 10:08,14804,86130,false
04-12-2018 10:03,19214,87391,false
04-12-2018 00:48,11142,55637,false
04-11-2018 22:59,11140,57916,false
04-11-2018 19:47,16360,69453,false
04-11-2018 16:34,15046,0,true
04-11-2018 15:47,8589,35788,false
04-11-2018 13:50,9909,61655,false
04-11-2018 13:00,26720,97922,false
04-11-2018 11:37,32551,125691,false
04-11-2018 10:57,66753,173428,false
04-11-2018 10:47,17886,76115,false
04-11-2018 10:38,16168,69376,false
04-11-2018 10:30,17026,67201,false
04-10-2018 21:49,16582,80005,false
04-10-2018 18:30,22531,106429,false
04-10-2018 17:51,5869,24427,false
04-10-2018 13:30,19515,87735,false
04-10-2018 11:08,31061,122912,false
04-10-2018 11:07,27107,105299,false
04-09-2018 19:32,10494,53184,false
04-09-2018 19:17,27106,104763,false
04-09-2018 16:55,10853,0,true
04-09-2018 10:03,46855,176652,false
04-09-2018 00:43,12862,92509,false
04-08-2018 13:12,24946,91711,false
04-08-2018 13:04,15616,67780,false
04-08-2018 13:00,33180,101864,false
04-08-2018 12:12,23906,107756,false
04-08-2018 11:58,20487,81286,false
04-08-2018 11:44,696,2174,false
04-08-2018 11:27,21086,78671,false
04-08-2018 00:03,18413,75853,false
04-07-2018 22:42,24434,136189,false
04-07-2018 21:00,26680,94298,false
04-07-2018 20:52,22279,79442,false
04-07-2018 18:11,24937,107845,false
04-07-2018 18:03,22193,90487,false
04-07-2018 17:35,18070,93382,false
04-06-2018 20:26,8862,40931,false
04-06-2018 20:23,29519,97151,false
04-06-2018 16:24,16538,68939,false
04-06-2018 14:46,22927,91125,false
04-06-2018 14:32,24512,96583,false
04-06-2018 11:29,37272,0,true
04-06-2018 11:11,18995,81035,false
04-05-2018 20:28,10557,50062,false
04-05-2018 20:12,15547,70269,false
04-05-2018 13:10,24732,93542,false
04-05-2018 11:40,20952,93713,false
04-04-2018 23:08,23985,99983,false
04-04-2018 15:05,18830,74530,false
04-04-2018 14:50,18139,87562,false
04-04-2018 13:20,18557,88304,false
04-04-2018 11:22,37281,144378,false
04-04-2018 11:19,24527,99709,false
04-03-2018 21:49,19983,109584,false
04-03-2018 19:59,21366,84819,false
04-03-2018 19:15,9378,45429,false
04-03-2018 13:55,20292,84366,false
04-03-2018 11:08,22540,99903,false
04-03-2018 10:58,16830,70804,false
04-03-2018 10:49,25533,99245,false
04-03-2018 10:34,21418,86809,false
04-03-2018 02:03,18328,91435,false
04-03-2018 00:34,18962,74243,false
04-03-2018 00:24,30648,103239,false
04-03-2018 00:12,20587,79542,false
04-03-2018 00:00,24596,89883,false
04-02-2018 16:38,13702,56478,false
04-02-2018 15:41,9611,51240,false
04-02-2018 13:58,21137,80206,false
04-02-2018 13:35,18414,77519,false
04-02-2018 13:28,19085,82200,false
04-02-2018 13:08,19555,77338,false
04-02-2018 11:17,23176,90936,false
04-02-2018 11:10,23709,90143,false
04-02-2018 11:02,19753,76422,false
04-01-2018 14:28,19875,85084,false
04-01-2018 14:25,33429,127184,false
04-01-2018 13:56,37544,132851,false
04-01-2018 12:27,41508,209522,false
03-31-2018 12:53:01,32577,98367,false
03-31-2018 12:52:59,22610,89937,false
03-31-2018 12:45:41,21657,82372,false
03-30-2018 20:24:56,25486,88218,false
03-29-2018 20:06:37,26959,105398,false
03-29-2018 19:58:35,18362,74838,false
03-29-2018 19:44:06,16661,74693,false
03-29-2018 11:57:38,33388,130541,false
03-28-2018 21:31:54,9891,48476,false
03-28-2018 21:31:08,17127,78712,false
03-28-2018 19:47:02,32111,119196,false
03-28-2018 16:19:02,15087,67313,false
03-28-2018 16:18:44,26688,111399,false
03-28-2018 16:14:34,12228,55208,false
03-28-2018 10:16:26,24254,103499,false
03-28-2018 10:05:18,26517,113827,false
03-28-2018 09:52:36,59143,194123,false
03-27-2018 18:35:06,15524,68129,false
03-27-2018 02:38:07,31171,0,true
03-27-2018 00:44:52,21053,104664,false
03-26-2018 20:29:19,15786,69302,false
03-26-2018 12:38:55,27436,133788,false
03-26-2018 11:05:40,19715,98420,false
03-26-2018 03:26:43,20641,75392,false
03-25-2018 13:45:44,11406,51735,false
03-25-2018 13:08:27,15023,64996,false
03-25-2018 11:49:16,17922,82458,false
03-25-2018 11:40:41,14318,66686,false
03-25-2018 10:42:20,19683,80170,false
03-25-2018 10:33:25,31170,117696,false
03-25-2018 10:10:14,19653,83101,false
03-24-2018 16:40:11,15760,83062,false
03-23-2018 23:01:10,19345,71398,false
03-23-2018 20:50:30,17129,81865,false
03-23-2018 16:32:58,9681,47571,false
03-23-2018 12:55:15,37288,155673,false
03-23-2018 12:26:37,16395,73007,false
03-23-2018 10:07:18,21100,77515,false
03-22-2018 22:26:41,24242,96093,false
03-22-2018 20:11:30,10877,49962,false
03-22-2018 18:40:54,15736,67717,false
03-22-2018 17:12:52,22236,0,true
03-22-2018 10:40:37,20355,94790,false
03-22-2018 10:19:57,75713,258162,false
03-22-2018 03:04:47,18336,82816,false
03-22-2018 03:00:36,24772,109425,false
03-21-2018 19:05:40,20076,85386,false
03-21-2018 18:56:14,29872,131185,false
03-21-2018 11:29:03,18721,78472,false
03-21-2018 11:11:17,19988,83557,false
03-21-2018 11:03:22,1967,7213,false
03-21-2018 10:52:27,14868,59987,false
03-21-2018 10:28:16,26656,137016,false
03-20-2018 15:36:23,33993,140902,false
03-20-2018 00:28:45,22003,99230,false
03-19-2018 22:38:15,12008,0,true
03-19-2018 13:07:50,24770,111018,false
03-19-2018 12:16:40,8016,50101,false
03-18-2018 12:35:42,33419,126139,false
03-18-2018 12:22:11,31695,130172,false
03-18-2018 12:02:31,27440,102211,false
03-18-2018 00:12:48,29521,104277,false
03-17-2018 17:34:21,39341,143283,false
03-17-2018 17:11:50,31757,115876,false
03-17-2018 15:00:54,17249,94444,false
03-17-2018 04:08:02,47996,165233,false
03-16-2018 17:42:07,15704,66344,false
03-16-2018 16:27:06,15357,71927,false
03-16-2018 14:40:53,21791,114201,false
03-16-2018 01:49:47,12311,58660,false
03-15-2018 23:10:56,19337,108116,false
03-15-2018 17:47:50,10503,61410,false
03-15-2018 17:47:34,8956,0,true
03-15-2018 13:29:25,16996,79277,false
03-15-2018 11:11:39,17466,81249,false
03-15-2018 04:31:47,15035,67373,false
03-14-2018 23:49:09,14588,66958,false
03-14-2018 22:36:12,13978,68580,false
03-14-2018 21:25:58,20117,93275,false
03-14-2018 21:20:42,7351,38552,false
03-14-2018 14:37:36,16142,84222,false
03-14-2018 13:54:50,12480,56101,false
03-14-2018 13:12:09,13681,73353,false
03-14-2018 13:02:11,25961,90583,false
03-14-2018 00:34:44,19110,84296,false
03-14-2018 00:25:59,15611,72714,false
03-13-2018 23:55:27,3687,14594,false
03-13-2018 22:23:26,26080,95236,false
03-13-2018 15:27:18,32824,125744,false
03-13-2018 15:24:23,20236,69657,false
03-13-2018 14:37:15,16848,86859,false
03-13-2018 12:44:33,40910,122977,false
03-13-2018 12:28:03,17036,75793,false
03-13-2018 00:49:27,44798,161082,false
03-12-2018 21:13,14739,75712,false
03-12-2018 14:43,12983,50956,false
03-12-2018 14:12,18503,79080,false
03-12-2018 13:22,11016,55788,false
03-12-2018 13:15,17100,81658,false
03-12-2018 12:20,15345,67502,false
03-11-2018 15:16,24696,106270,false
03-11-2018 14:49,24923,92084,false
03-11-2018 14:02,18305,78098,false
03-11-2018 13:50,19824,85513,false
03-11-2018 13:41,20912,91633,false
03-11-2018 01:37,18986,72930,false
03-10-2018 23:56,7642,42796,false
03-10-2018 21:29,23972,99649,false
03-10-2018 20:02,21453,89341,false
03-10-2018 18:38,17846,90360,false
03-10-2018 18:22,13733,63806,false
03-10-2018 17:23,16736,72424,false
03-10-2018 16:15,19027,91296,false
03-10-2018 15:52,18562,85934,false
03-10-2018 15:22,6386,26530,false
03-10-2018 13:38,13996,75245,false
03-10-2018 00:42,26834,125797,false
03-09-2018 22:48,17200,78494,false
03-09-2018 20:40,13062,54704,false
03-09-2018 20:35,12364,54107,false
03-09-2018 16:47,18204,71253,false
03-09-2018 01:08,45093,173271,false
03-08-2018 22:17,12260,52868,false
03-08-2018 22:16,9464,43756,false
03-08-2018 18:58,9207,48118,false
03-08-2018 18:20,11823,58397,false
03-08-2018 12:38,18981,92589,false
03-07-2018 15:38,19409,95058,false
03-07-2018 15:10,18756,86274,false
03-07-2018 11:40,35446,128219,false
03-07-2018 10:44,7525,38204,false
03-07-2018 00:49,16558,87483,false
03-06-2018 14:11,27861,122430,false
03-06-2018 13:46,22656,85659,false
03-06-2018 13:25,59495,213557,false
03-06-2018 13:07,18617,0,true
03-06-2018 13:05,9932,39284,false
03-06-2018 13:02,13033,52999,false
03-06-2018 13:00,15381,72464,false
03-06-2018 12:55,22761,97985,false
03-05-2018 20:37,29962,114127,false
03-05-2018 13:22,39150,131365,false
03-05-2018 12:57,17444,83955,false
03-05-2018 11:53,18135,86041,false
03-05-2018 11:47,19316,82196,false
03-05-2018 00:10,26614,117719,false
03-04-2018 17:42,19948,102246,false
03-03-2018 17:53,30869,124849,false
03-03-2018 17:43,31042,130205,false
03-03-2018 17:33,20619,74730,false
03-03-2018 14:15,21868,94540,false
03-02-2018 20:31,1432,8573,false
03-02-2018 19:48,22378,112277,false
03-02-2018 13:57,31087,124145,false
03-02-2018 13:01,22024,104149,false
03-02-2018 11:18,11999,54647,false
03-02-2018 11:07,28791,141272,false
03-02-2018 10:50,22759,100825,false
03-02-2018 10:42,1566,5732,false
03-02-2018 03:04,17475,94085,false
03-02-2018 02:59,6265,0,true
03-02-2018 02:58,10346,0,true
03-02-2018 00:52,14796,75774,false
03-02-2018 00:51,15222,76116,false
03-01-2018 21:31,11798,51875,false
03-01-2018 20:40,10663,47092,false
03-01-2018 18:26,11427,48759,false
03-01-2018 18:06,15070,59285,false
03-01-2018 12:12,22787,103843,false
03-01-2018 11:53,17417,79666,false
02-28-2018 21:34:16,11747,53608,false
02-28-2018 19:01:34,17341,73093,false
02-28-2018 18:36:53,14381,66631,false
02-28-2018 17:10:22,17637,75066,false
02-28-2018 14:34:37,25454,90393,false
02-28-2018 14:08:21,21076,112466,false
02-28-2018 12:29:56,22435,101499,false
02-28-2018 12:02:58,23665,94791,false
02-28-2018 04:28:31,23735,100927,false
02-28-2018 04:20:43,17041,71290,false
02-27-2018 22:58:19,12170,50474,false
02-27-2018 22:55:36,15591,65317,false
02-27-2018 18:18:22,13566,57933,false
02-27-2018 18:11:19,29452,106481,false
02-27-2018 12:49:41,24267,94475,false
02-27-2018 12:45:58,23576,92849,false
02-27-2018 12:28:59,14848,65604,false
02-27-2018 11:59:30,19756,69464,false
02-25-2018 19:43:34,14056,0,true
02-25-2018 03:56:04,7618,0,true
02-25-2018 03:11:28,14823,0,true
02-25-2018 03:10:28,13616,0,true
02-25-2018 01:00:46,8673,50149,false
02-25-2018 00:56:35,19619,77192,false
02-24-2018 23:44:11,19471,74190,false
02-24-2018 23:20:06,21940,80551,false
02-24-2018 23:16:13,20911,83203,false
02-24-2018 22:26:15,25570,99968,false
02-24-2018 21:18:01,22652,94448,false
02-24-2018 21:07:43,16109,74829,false
02-24-2018 20:16:32,22690,80461,false
02-24-2018 18:54:14,20955,86414,false
02-24-2018 13:23:37,37160,0,true
02-24-2018 13:21:02,20535,81402,false
02-23-2018 22:46:47,15608,87142,false
02-23-2018 21:19:37,8994,47602,false
02-23-2018 17:12:40,20874,85902,false
02-23-2018 17:08:42,18212,76989,false
02-23-2018 17:06:36,16019,69607,false
02-23-2018 13:09:54,24830,98027,false
02-23-2018 13:07:07,14510,98737,false
02-23-2018 13:01:09,7832,47061,false
02-23-2018 11:28:35,28423,125750,false
02-23-2018 01:26:26,32011,113224,false
02-22-2018 20:07:20,18621,83274,false
02-22-2018 16:29:50,18326,103358,false
02-22-2018 14:53:52,19752,106094,false
02-22-2018 14:31:35,22574,92246,false
02-22-2018 13:13:32,36750,185614,false
02-22-2018 13:05:18,25680,106687,false
02-22-2018 12:54:09,29535,125135,false
02-22-2018 12:40:08,22428,102063,false
02-22-2018 12:26:28,22391,88498,false
02-22-2018 01:40:33,23676,105342,false
02-21-2018 21:12:45,18201,83667,false
02-21-2018 18:20:25,15075,74336,false
02-21-2018 14:40:21,32325,115969,false
02-21-2018 14:22:07,29719,150289,false
02-21-2018 14:03:32,6336,21118,false
02-21-2018 01:18:36,16129,81372,false
02-21-2018 01:14:19,21826,97813,false
02-21-2018 01:08:00,22372,95052,false
02-20-2018 17:49:07,17507,74716,false
02-20-2018 15:29:07,19693,79159,false
02-20-2018 15:16:06,21676,96352,false
02-20-2018 13:38:49,16216,77951,false
02-20-2018 13:11:58,20211,79178,false
02-20-2018 13:03:53,10176,51701,false
02-20-2018 12:54:39,17161,82044,false
02-20-2018 12:46:18,20699,85341,false
02-20-2018 12:37:20,17403,67815,false
02-20-2018 12:24:54,14655,66368,false
02-20-2018 02:48:02,13259,68243,false
02-20-2018 02:29:29,25306,120633,false
02-20-2018 02:21:08,9387,55014,false
02-19-2018 19:55:49,22285,91374,false
02-19-2018 13:42:10,23877,144230,false
02-19-2018 04:28:40,34437,153608,false
02-18-2018 19:13:02,15542,102112,false
02-18-2018 17:10:32,17974,77496,false
02-18-2018 13:55:55,21861,97209,false
02-18-2018 13:46:39,19637,76885,false
02-18-2018 13:11:28,33016,118306,false
02-18-2018 12:53:11,12888,0,true
02-18-2018 12:43:48,19735,90179,false
02-18-2018 12:33:16,31757,127176,false
02-18-2018 12:22:29,28411,108688,false
02-18-2018 12:02:52,38387,124701,false
02-18-2018 04:22:48,27037,96734,false
02-18-2018 04:08:45,37025,149114,false
02-17-2018 23:45:28,32193,122987,false
02-17-2018 20:16:39,17148,58403,false
02-17-2018 20:11:32,18770,60818,false
02-17-2018 19:46:48,25523,105922,false
02-17-2018 19:36:14,21867,90335,false
02-17-2018 19:26:13,18892,71274,false
02-17-2018 19:04:43,14745,97126,false
02-17-2018 04:53:13,24716,118119,false
02-16-2018 20:18:11,37049,141288,false
02-16-2018 14:49:54,21900,97235,false
02-16-2018 14:37:56,19836,120054,false
02-15-2018 20:19:11,13591,61970,false
02-15-2018 19:26:09,15254,60189,false
02-15-2018 19:25:23,20026,72298,false
02-15-2018 19:22:16,7999,0,true
02-15-2018 17:33:41,19695,82584,false
02-15-2018 14:57:21,20642,100976,false
02-15-2018 12:12:41,20780,89071,false
02-14-2018 20:55:01,19524,111834,false
02-14-2018 20:50:11,39628,174183,false
02-14-2018 19:11:32,11359,56369,false
02-14-2018 18:15:12,15026,65423,false
02-13-2018 10:52:47,22659,107190,false
02-13-2018 10:43:22,22903,105996,false
02-12-2018 20:48,14387,67800,false
02-12-2018 12:54,16854,87081,false
02-12-2018 12:46,30446,139472,false
02-11-2018 20:36,14954,77715,false
02-11-2018 20:26,24147,97505,false
02-11-2018 19:15,25082,125039,false
02-11-2018 18:21,31128,123868,false
02-10-2018 23:34,32066,119333,false
02-10-2018 21:18,20517,85046,false
02-10-2018 18:50,30571,118224,false
02-10-2018 18:34,19990,75810,false
02-10-2018 18:16,25875,101513,false
02-10-2018 15:33,37304,136957,false
02-10-2018 15:20,32882,105760,false
02-10-2018 14:20,32384,117713,false
02-10-2018 14:02,13834,64927,false
02-09-2018 13:59,21465,89668,false
02-09-2018 13:47,28187,110663,false
02-09-2018 13:39,27278,130615,false
02-09-2018 03:22,39958,127896,false
02-08-2018 23:26,24162,97893,false
02-08-2018 20:10,30800,110326,false
02-08-2018 18:44,13629,79956,false
02-08-2018 17:13,29398,107158,false
02-08-2018 11:08,17876,106381,false
02-07-2018 22:36,23230,109471,false
02-07-2018 22:13,13349,70576,false
02-07-2018 18:01,12803,65509,false
02-07-2018 16:10,39864,138202,false
02-07-2018 14:59,22005,112672,false
02-07-2018 03:05,31726,167618,false
02-07-2018 00:48,33058,181719,false
02-06-2018 22:45,18392,76121,false
02-06-2018 16:05,25680,92746,false
02-06-2018 16:00,23645,89740,false
02-06-2018 13:37,20956,104741,false
02-06-2018 13:32,36136,142978,false
02-05-2018 20:42,22886,105977,false
02-05-2018 15:08,35787,133744,false
02-05-2018 14:36,30023,123371,false
02-05-2018 12:39,43004,142317,false
02-05-2018 12:17,22763,107638,false
02-05-2018 12:11,30625,120989,false
02-05-2018 03:54,36253,212429,false
02-04-2018 16:58,22937,141922,false
02-04-2018 00:53,35940,130832,false
02-04-2018 00:40,37037,130687,false
02-04-2018 00:26,30276,136102,false
02-03-2018 14:40,39282,141909,false
02-03-2018 14:40,34992,156630,false
02-03-2018 13:44,12755,0,true
02-03-2018 13:39,12338,0,true
02-02-2018 22:26,14643,71009,false
02-02-2018 18:07,17672,77697,false
02-02-2018 18:05,27604,108146,false
02-02-2018 11:49,52193,161884,false
02-02-2018 11:33,40439,139322,false
02-02-2018 03:32,28843,124250,false
02-01-2018 12:02,37362,184812,false
02-01-2018 11:51,29920,123474,false
02-01-2018 11:43,28485,138117,false
01-31-2018 02:00:02,22023,109076,false
01-29-2018 20:12:39,16431,84209,false
01-28-2018 13:18:33,42337,199787,false
01-28-2018 13:18:32,64122,240489,false
01-28-2018 04:08:02,35964,157413,false
01-28-2018 03:58:02,47047,175856,false
01-27-2018 22:59:52,22155,114304,false
01-27-2018 19:30:24,25987,107944,false
01-27-2018 11:55:58,29292,124248,false
01-26-2018 23:27:23,16392,72341,false
01-26-2018 17:16:44,26389,119475,false
01-26-2018 17:12:32,22686,112306,false
01-26-2018 12:54:36,10132,52421,false
01-26-2018 11:23:07,10795,55881,false
01-26-2018 10:46:48,12518,63689,false
01-26-2018 10:11:26,6604,36719,false
01-25-2018 22:38:21,17824,84228,false
01-25-2018 18:03:29,15210,73018,false
01-25-2018 17:25:53,16111,76560,false
01-25-2018 00:27:00,28521,153096,false
01-24-2018 22:51:20,16891,79440,false
01-24-2018 20:26:16,19372,98925,false
01-24-2018 11:58:58,33406,147591,false
01-24-2018 04:07:27,36887,155261,false
01-24-2018 03:54:22,32286,127998,false
01-23-2018 14:16:02,21698,97892,false
01-23-2018 13:34:37,24229,112958,false
01-23-2018 11:55:42,36971,134949,false
01-23-2018 11:51:04,1115,3377,false
01-23-2018 11:31:40,27462,129596,false
01-23-2018 04:30:33,28224,133812,false
01-22-2018 15:13:18,21781,93311,false
01-22-2018 13:15:55,22345,109898,false
01-22-2018 13:07:09,33480,132396,false
01-22-2018 01:21:42,23749,127050,false
01-21-2018 12:35:28,47818,178941,false
01-21-2018 12:20:19,44891,0,true
01-21-2018 02:34:52,14414,0,true
01-21-2018 02:33:09,14559,0,true
01-21-2018 02:31:28,13166,0,true
01-21-2018 02:31:07,7391,0,true
01-21-2018 02:18:51,6389,46706,false
01-21-2018 00:47:40,31921,154853,false
01-21-2018 00:40:18,42614,0,true
01-20-2018 22:31:27,29055,130892,false
01-20-2018 18:51:24,53725,209710,false
01-20-2018 14:27:54,44943,168968,false
01-20-2018 11:47:42,31872,123740,false
01-20-2018 11:44:01,40265,155084,false
01-20-2018 11:33:35,30695,124222,false
01-20-2018 11:17:10,42612,145344,false
01-20-2018 02:28:56,31457,117670,false
01-19-2018 22:17:53,13138,65007,false
01-19-2018 20:53:17,28082,129151,false
01-19-2018 18:39:50,25081,96877,false
01-19-2018 16:28:29,15651,49735,false
01-19-2018 16:14:05,8564,44108,false
01-19-2018 12:04:47,26110,110987,false
01-18-2018 23:39:53,20416,102080,false
01-18-2018 21:04:36,26240,103585,false
01-18-2018 20:45:33,15312,76045,false
01-18-2018 13:49:11,21966,90978,false
01-18-2018 13:37:24,12110,62752,false
01-18-2018 13:16:26,29311,124070,false
01-18-2018 12:53:17,17299,85634,false
01-18-2018 11:25:03,28282,112438,false
01-18-2018 11:15:25,21731,94684,false
01-18-2018 01:11:26,40177,179374,false
01-18-2018 01:05:46,22540,112497,false
01-18-2018 01:00:05,41677,112931,false
01-17-2018 23:36:44,15704,68259,false
01-17-2018 23:32:58,24791,99349,false
01-17-2018 23:28:30,24533,92540,false
01-17-2018 23:19:02,15592,75223,false
01-17-2018 13:04:46,6775,54585,false
01-16-2018 23:20:10,19205,81945,false
01-16-2018 23:19:39,26005,100365,false
01-16-2018 20:17:39,10012,56142,false
01-16-2018 19:43:32,19677,74030,false
01-16-2018 14:30:00,28302,113867,false
01-16-2018 14:24:40,16362,73687,false
01-16-2018 14:19:46,26530,111945,false
01-16-2018 14:07:38,24015,100620,false
01-16-2018 13:54:02,25132,117811,false
01-16-2018 00:55:35,30426,0,true
01-16-2018 00:53:38,27874,0,true
01-16-2018 00:53:19,39776,0,true
01-16-2018 00:52:48,19251,0,true
01-16-2018 00:52:43,25217,0,true
01-16-2018 00:50:19,13866,0,true
01-16-2018 00:48:04,8904,0,true
